nodeID nodeLabel nodeSymbol
8196 250724 NA
8197 110128 LCP1
8198 123311 COL18A1
8199 120139 ZRANB1
8200 121281 OTUD7B
8201 202111 NA
8202 158370 NA
8203 120808 LIMS2
8204 200628 NA
8205 207966 NA
8206 675063 NA
8207 100696 NA
8208 112234 SCN4A
8209 251145 NA
8210 111628 PRSS3
8211 110236 LTK
8212 107130 BNIP1
8213 112916 THBS2
8214 114602 EXO1
8215 116580 CD93
8216 107769 CR1
8217 109662 IFNA1
8218 31559 NA
8219 108972 GJB2
8220 208488 NA
8221 108315 ELF4
8222 108313 ELF2
8223 110230 LTBP1
8224 124281 LMNB2
8225 117543 TOR1AIP1
8226 113183 UBE2V1
8227 123242 DNAJC5
8228 106617 ADAR
8229 676689 NA
8230 201848 NA
8231 112305 SEMA3F
8232 57782 NA
8233 202112 NA
8234 198756 NA
8235 202285 NA
8236 126715 KRT72
8237 110685 MX2
8238 202089 NA
8239 204959 NA
8240 114450 BAIAP3
8241 32044 NA
8242 107773 CRABP2
8243 204545 NA
8244 204546 NA
8245 159581 NA
8246 116868 LPHN2
8247 249249 NA
8248 199496 NA
8249 119551 REV1
8250 201708 NA
8251 107830 CSH2
8252 249233 NA
8253 249365 NA
8254 107339 CCNF
8255 249003 NA
8256 117116 CASP14
8257 198627 NA
8258 112191 S100A12
8259 109818 IL17A
8260 111366 PLOD1
8261 114065 PPM1D
8262 119575 CWC15
8263 116503 SCAF8
8264 112057 RPL13
8265 248180 NA
8266 248181 NA
8267 114827 NCR2
8268 204939 NA
8269 203220 NA
8270 108507 FCGR2B
8271 113198 UCP2
8272 113199 UCP3
8273 109478 HOXD12
8274 119275 MLXIPL
8275 108137 DPP4
8276 117998 TAF5L
8277 125555 TADA1
8278 204416 NA
8279 204958 NA
8280 159574 NA
8281 248176 NA
8282 123263 UBXN6
8283 115378 SCAMP3
8284 107948 CYP3A4
8285 118872 N6AMT1
8286 32843 NA
8287 36297 NA
8288 119451 TIMMDC1
8289 130891 BRINP3
8290 123567 VMP1
8291 115145 SCRN1
8292 116510 RHOBTB3
8293 108030 DECR1
8294 125380 OSBPL5
8295 117173 PLD3
8296 131547 LINC00265
8297 120987 ZNF302
8298 115240 TMCC2
8299 32836 NA
8300 115512 CTDSPL
8301 111855 RARRES3
8302 116235 ADRM1
8303 111865 RBBP6
8304 128969 ZBTB38
8305 121863 EVA1C
8306 128699 LINC00305
8307 125643 ANAPC16
8308 122781 HECTD3
8309 32321 NA
8310 119582 DTL
8311 110950 SLC11A2
8312 123296 NDFIP1
8313 112364 FBXW4
8314 122270 ATPAF1
8315 115954 YME1L1
8316 127609 FAM84B
8317 124517 NKD2
8318 123848 EMILIN2
8319 114316 DLK1
8320 108889 GAS1
8321 211790 NA
8322 121241 C1GALT1
8323 118844 C1GALT1C1
8324 113601 RNF103
8325 125807 JDP2
8326 117576 IRF2BP1
8327 116325 AP4S1
8328 115031 PPIP5K1
8329 107920 CYLD
8330 117121 DDX58
8331 114263 SNX3
8332 106838 APOC1
8333 112197 SAA2
8334 126103 APOA1BP
8335 115114 KIAA0101
8336 117166 RABGAP1
8337 121283 SHD
8338 126009 SHE
8339 112291 SDHB
8340 106813 AOX1
8341 126514 TAF1L
8342 114643 LRRFIP2
8343 119666 FKBP7
8344 200813 NA
8345 114731 TRIP12
8346 123277 TTYH3
8347 125087 TTYH2
8348 115491 PRMT3
8349 111550 PRKAA2
8350 119791 PRKAG3
8351 120119 MPHOSPH8
8352 117248 AIPL1
8353 121913 BACH2
8354 118029 FILIP1
8355 109054 GNGT1
8356 119217 EXOSC3
8357 117032 TRAM1
8358 110830 NEO1
8359 111192 PDK4
8360 111332 PKM
8361 108341 ENO3
8362 117367 ABTB2
8363 120434 TRIM68
8364 117624 FBXL6
8365 36869 NA
8366 98723 NA
8367 208024 NA
8368 124085 SYVN1
8369 130174 RNF180
8370 120340 HERC6
8371 114430 HERC3
8372 117542 HERC4
8373 115079 VPRBP
8374 110110 LAMP1
8375 128900 PELI3
8376 198048 NA
8377 200643 NA
8378 112480 HLTF
8379 112300 SEL1L
8380 120241 RNF43
8381 115862 RBCK1
8382 121722 FANCM
8383 123196 C17orf70
8384 124833 C19orf40
8385 125184 EGLN2
8386 120060 EGLN1
8387 114009 LTBP4
8388 115541 HRSP12
8389 198726 NA
8390 208426 NA
8391 119216 DERL2
8392 124816 DERL3
8393 31249 NA
8394 113946 HIST1H3A
8395 121289 ATXN7L3
8396 250206 NA
8397 250564 NA
8398 109163 GRIN2D
8399 116548 ANKRD6
8400 123751 GRWD1
8401 119246 GMNN
8402 205098 NA
8403 120738 OTUD5
8404 120281 RNF125
8405 115285 USP3
8406 119413 MARCH2
8407 127800 SPRED1
8408 115546 SPRY1
8409 115545 SPRY3
8410 128344 SPRED2
8411 33212 NA
8412 111524 PPP3CB
8413 111342 PLAGL2
8414 246987 NA
8415 118893 UHRF1
8416 116156 OS9
8417 249718 NA
8418 253070 NA
8419 249841 NA
8420 132073 NHLRC1
8421 106686 AGL
8422 232591 NA
8423 199230 NA
8424 200068 NA
8425 200058 NA
8426 197934 NA
8427 109082 GPI
8428 120082 PARP14
8429 121418 PELI1
8430 121417 PELI2
8431 247426 NA
8432 202561 NA
8433 202562 NA
8434 119412 TBC1D7
8435 114093 GCM1
8436 12789 NA
8437 110799 NDUFS1
8438 119411 RNF181
8439 119045 CXXC1
8440 113758 KMT2D
8441 110757 NAP1L4
8442 109266 HIST1H2AE
8443 32444 NA
8444 35161 NA
8445 3423 NA
8446 17235 NA
8447 23837 NA
8448 113282 VRK1
8449 116754 SMC5
8450 122802 SMC6
8451 115957 STAG3
8452 109264 HIST1H1B
8453 117111 PADI4
8454 119170 FOXP3
8455 113306 WHSC1
8456 116702 SETD1B
8457 123245 WDR82
8458 119669 ASB4
8459 117486 L3MBTL1
8460 119581 ETV7
8461 113123 TTK
8462 112385 SIPA1
8463 115004 CTR9
8464 125817 LEO1
8465 120081 PAF1
8466 114360 GMPS
8467 32051 NA
8468 6954 NA
8469 27562 NA
8470 113796 NPRL3
8471 124082 DOT1L
8472 115385 HUWE1
8473 608929 WDR82P1
8474 109834 ING2
8475 124038 BRMS1L
8476 120041 ING3
8477 123227 EPC1
8478 117564 EPC2
8479 116924 JADE2
8480 115113 JADE3
8481 113703 KAT6A
8482 118036 BRPF3
8483 113614 BRPF1
8484 126234 OSR1
8485 12566 NA
8486 114101 YBX3
8487 114461 H1FX
8488 118746 IGKV2-40
8489 110813 RPL10A
8490 117254 SDF2L1
8491 120967 SLC22A11
8492 215383 NA
8493 119885 LRRC3DN
8494 119375 DDX47
8495 116839 DNAJC9
8496 128998 RALGAPA1
8497 125728 NEDD1
8498 111887 RCN1
8499 112657 STAU1
8500 135656 YY2
8501 108445 EZH1
8502 122331 DCLRE1B
8503 130469 HIST2H2AB
8504 17483 NA
8505 13519 NA
8506 24855 NA
8507 24925 NA
8508 129222 SVIP
8509 115032 PHF14
8510 113870 KDM5C
8511 120775 CHD7
8512 122127 ARHGEF28
8513 220000 NA
8514 120579 PPP6R3
8515 117074 ZNF281
8516 123178 PROSER1
8517 118168 POLM
8518 124390 UBASH3B
8519 119748 UBASH3A
8520 113496 ZNF143
8521 113497 PCGF2
8522 110031 KIFC1
8523 111246 PGC
8524 123332 SETD7
8525 120529 UBA6
8526 114636 ZMYM4
8527 119992 PRMT7
8528 109923 JARID2
8529 122908 EHMT1
8530 118011 DKKL1
8531 117265 IL17RA
8532 36224 NA
8533 33991 NA
8534 32047 NA
8535 34917 NA
8536 36274 NA
8537 119622 PCF11
8538 33650 NA
8539 34887 NA
8540 36914 NA
8541 121497 AICDA
8542 203043 NA
8543 116843 PHLPP1
8544 34561 NA
8545 35255 NA
8546 31402 NA
8547 32949 NA
8548 35441 NA
8549 32447 NA
8550 32804 NA
8551 116664 PDZRN3
8552 160192 NA
8553 115225 FIG4
8554 260426 NA
8555 123979 SGIP1
8556 35368 NA
8557 34435 NA
8558 34359 NA
8559 35345 NA
8560 117568 GAPVD1
8561 34679 NA
8562 36698 NA
8563 34391 NA
8564 36901 NA
8565 34745 NA
8566 35171 NA
8567 36867 NA
8568 35980 NA
8569 32534 NA
8570 33803 NA
8571 36599 NA
8572 33965 NA
8573 32011 NA
8574 126272 DNAJC19
8575 33652 NA
8576 35900 NA
8577 34595 NA
8578 107612 CLN3
8579 119307 SBDS
8580 32469 NA
8581 31281 NA
8582 35842 NA
8583 115707 TIMM17A
8584 202815 NA
8585 32775 NA
8586 115848 USP16
8587 126556 AMER1
8588 121122 MEPCE
8589 106552 ACADM
8590 131884 USP50
8591 116078 USP19
8592 106554 ACADSB
8593 121651 USP36
8594 106667 ADSL
8595 125385 OSBPL10
8596 121720 USP37
8597 108102 DMWD
8598 106725 ALDH9A1
8599 122327 USP46
8600 106726 ALDH3A2
8601 118895 USP25
8602 115503 USPL1
8603 113241 USP1
8604 106801 ANXA2P2
8605 106878 ARG1
8606 113885 UBL4A
8607 106931 ASNA1
8608 107021 ATP5O
8609 107040 AZGP1
8610 107058 BBS1
8611 121649 WDR48
8612 133990 USP17L9P
8613 123904 USP42
8614 115257 JOSD1
8615 124189 USP32
8616 124430 USP45
8617 117382 USP49
8618 107495 CETN1
8619 123890 USP44
8620 107621 CLTA
8621 124884 WDR20
8622 107699 COL11A2
8623 121696 USP29
8624 128649 USP32P2
8625 128522 USP12
8626 108024 DHX8
8627 108027 DDX10
8628 124238 USP30
8629 127557 AMOT
8630 117950 USP21
8631 108487 FARSA
8632 108601 FLG
8633 128638 OTUD1
8634 108764 FRG1
8635 108793 FUCA1
8636 108857 GALK1
8637 108901 GBAS
8638 125384 OSBPL9
8639 108981 GLA
8640 109036 GNAL
8641 109137 GPX4
8642 109280 HADHA
8643 113911 BAP1
8644 109344 HIVEP2
8645 124165 USP38
8646 109645 IDH3A
8647 109820 FOXK2
8648 110049 KRT4
8649 110088 KRT84
8650 110154 LGALS7
8651 124688 KLHL13
8652 110482 MOG
8653 110497 MPST
8654 110785 NDUFA10
8655 110800 NDUFS2
8656 110864 NFRKB
8657 125884 USP43
8658 111225 PFDN4
8659 111245 PGAM2
8660 111304 PIK3C2A
8661 111491 PPM1G
8662 111548 PRIM2
8663 111624 LGMN
8664 111790 ALDH18A1
8665 116674 PHLPP2
8666 112043 RPL3L
8667 112070 MRPL23
8668 112120 RPS12
8669 112289 SDF2
8670 125956 JOSD2
8671 132019 USP17L2
8672 121683 USP28
8673 112601 SRM
8674 112608 SRP68
8675 112698 SUPT6H
8676 112702 SURF2
8677 112757 TARBP1
8678 112881 TFAP4
8679 112911 TGM3
8680 112981 TNFAIP1
8681 123125 VCPIP1
8682 113540 ZNF207
8683 113616 IFRD2
8684 122998 TCEAL4
8685 113936 HIST1H2BL
8686 113994 SRPX
8687 114092 HAT1
8688 114189 SSNA1
8689 114552 USP6
8690 114638 ZMYM6
8691 114755 TXNL1
8692 114762 LONP1
8693 114905 BAG5
8694 114949 PREPL
8695 114998 ARHGEF10
8696 115037 LRRC14
8697 115065 AQR
8698 115134 BMS1
8699 115421 FEM1B
8700 115467 SLC25A13
8701 115493 MPHOSPH9
8702 115646 MICU1
8703 115661 SCML2
8704 115708 N4BP2L2
8705 115718 ECI2
8706 115728 PPIH
8707 115754 CRTAP
8708 115756 VAT1
8709 115909 FARS2
8710 115948 MGEA5
8711 116092 WDR3
8712 116144 C11orf58
8713 116170 ASCC3
8714 119647 OTUD6B
8715 116207 SNRNP27
8716 116278 NUPL2
8717 116282 ATE1
8718 116367 SUPT16H
8719 116479 LAMB4
8720 116677 WDTC1
8721 116710 VWA8
8722 116748 ATG2A
8723 116811 PMPCA
8724 116859 MTCL1
8725 116876 POFUT2
8726 116877 KLHL18
8727 116918 TTC28
8728 116954 RRP8
8729 116955 ICE1
8730 116958 AHCYL2
8731 117051 RIMBP2
8732 117060 SCRIB
8733 117136 CORO1C
8734 117199 PRKD3
8735 117289 IFIT5
8736 117291 FTSJ1
8737 117359 HECTD1
8738 117376 ARMC8
8739 117384 PRKD2
8740 117387 C3orf17
8741 117463 DHRS7B
8742 117519 ANKRD17
8743 117545 DCAF4
8744 117762 TBL2
8745 117968 TRMT2A
8746 118116 DIMT1
8747 118738 IGKV4-1
8748 118799 ACAD9
8749 118869 SSU72
8750 118899 TMOD3
8751 119285 UTP18
8752 119334 SDF4
8753 119357 DCXR
8754 119359 GPN3
8755 119360 CRBN
8756 119367 ZNF639
8757 119564 ANKFY1
8758 119580 GTSE1
8759 119667 ZFR
8760 119727 KDM3B
8761 119918 MRPL39
8762 119966 MRPS21
8763 119974 MIOS
8764 119991 TMX3
8765 120159 KLHL24
8766 120217 TMEM104
8767 120229 TEX10
8768 120257 YTHDF1
8769 120271 TRMT10C
8770 120296 TMEM160
8771 120324 ZNF770
8772 120360 USP47
8773 120410 WDR70
8774 120428 PRPF38B
8775 120432 CEP192
8776 120439 SRBD1
8777 120464 SHQ1
8778 120475 SEC61A2
8779 120481 RNF220
8780 120528 SMU1
8781 120600 TMA16
8782 120632 COPRS
8783 120685 NOP10
8784 120699 FEM1A
8785 120729 SUPT20H
8786 120747 PPP1R9A
8787 120765 AMBRA1
8788 120783 NHP2
8789 120807 IWS1
8790 120830 IPO9
8791 120875 UGGT2
8792 120927 KDM3A
8793 120938 UBAP2
8794 120986 UNC45A
8795 120998 LANCL2
8796 121009 KLHL9
8797 121247 DHX33
8798 121256 FEM1C
8799 121517 WDR18
8800 121540 LRRC47
8801 121618 KLHL8
8802 121667 ZBTB2
8803 121704 BEND3
8804 121918 TRMT11
8805 121919 MRPS35
8806 121973 UBE2O
8807 120666 YOD1
8808 122098 P3H1
8809 122131 NOC3L
8810 122293 RBM15
8811 122321 YTHDC2
8812 122325 TUT1
8813 122328 FAM129B
8814 122364 MRPL40
8815 122391 NOL6
8816 122394 KRI1
8817 122418 PYCRL
8818 122485 DDA1
8819 122790 DHX40
8820 122797 FN3KRP
8821 122805 CENPU
8822 122818 C14orf169
8823 122820 ZYG11B
8824 122841 WDR59
8825 122959 RPAP2
8826 122980 THNSL1
8827 123173 FBXO11
8828 123195 WDR26
8829 123224 KLHL15
8830 123251 DCAF11
8831 123546 SNX27
8832 123624 SLIRP
8833 123755 LONP2
8834 123803 KCTD10
8835 123901 WDR75
8836 123911 FAM175A
8837 123926 POLR1B
8838 123941 USP48
8839 123988 FBXW9
8840 124037 MRPL45
8841 124045 CMSS1
8842 124047 THOC3
8843 124095 NEURL4
8844 124217 GPT2
8845 124308 KLHL22
8846 124336 ATAD1
8847 124361 SPRYD3
8848 124386 MPND
8849 124387 NUDCD1
8850 124467 PPIL4
8851 124639 KBTBD6
8852 124913 MTDH
8853 124938 NAF1
8854 125041 TADA2B
8855 125117 TMEM203
8856 125142 ABCC12
8857 125182 MYL12B
8858 125343 BTBD9
8859 125386 OSBPL11
8860 125399 GPRASP2
8861 125412 HAUS1
8862 125424 FBXO17
8863 125521 MRPL53
8864 125645 SFXN4
8865 125793 LRR1
8866 125846 SPATA2L
8867 125855 ZG16B
8868 125858 ZC3H18
8869 125924 FAM210A
8870 126006 RPTN
8871 126028 ATXN7L2
8872 126210 RBM45
8873 126287 LRRC15
8874 126318 SCLT1
8875 126399 WDR36
8876 126491 UBXN2B
8877 126630 TCEAL2
8878 126785 MPP7
8879 126828 PLEKHA7
8880 127315 MYEOV2
8881 127354 KLHL23
8882 127559 AMOTL1
8883 127730 FAM122B
8884 127880 SASS6
8885 127903 LONRF2
8886 127913 UBXN2A
8887 128104 ASXL1
8888 128216 DCP1B
8889 128350 KCTD6
8890 128356 RPL22L1
8891 128358 FBXO45
8892 128397 PDE12
8893 128571 TYSND1
8894 128743 KDM1B
8895 128759 TWISTNB
8896 129540 ANKRD52
8897 129701 INO80E
8898 130796 KRT79
8899 130938 EIF3FP3
8900 131098 HMX3
8901 131300 LOC344382
8902 131885 USP41
8903 131912 KIF7
8904 132255 CEP85L
8905 133142 LIN28B
8906 133302 USP27X
8907 133813 VSIG8
8908 134130 USP17L7
8909 123764 USP26
8910 134569 HERC2P2
8911 136426 EIF2AK4
8912 136711 RPL6P1
8913 138119 EEF1B2P5
8914 139266 ATXN7L3B
8915 124097 SLX4
8916 122612 DCAF10
8917 122479 SLX1B
8918 126147 SLX4IP
8919 122672 PAGR1
8920 121119 RNF20
8921 121955 FKBP10
8922 111663 PSMB2
8923 115539 TIMM17B
8924 110714 MYH11
8925 124841 ANKRD44
8926 125381 OSBPL6
8927 107161 BTN1A1
8928 122737 CEP97
8929 130039 RGPD4
8930 119619 LARP7
8931 122519 METTL16
8932 115783 NOP56
8933 117487 RPAP1
8934 114573 RQCD1
8935 122783 RPAP3
8936 121677 ARHGAP23
8937 115030 TTI1
8938 125888 HEXIM2
8939 128685 HNRNPUL2
8940 124011 NTPCR
8941 107200 ZNHIT2
8942 120770 LRRC40
8943 112609 SRP72
8944 115795 ANP32B
8945 116149 HNRNPA0
8946 109542 HSPA6
8947 116731 MRPS27
8948 125706 C12orf45
8949 117596 INTS1
8950 119543 YTHDF2
8951 123164 TTI2
8952 109429 HNRNPH2
8953 117404 INTS7
8954 128219 ARID2
8955 108309 ELAVL1
8956 123775 TAF3
8957 122179 ACTR6
8958 117618 PHGDH
8959 118150 UBE2S
8960 124909 INTS4
8961 109537 HSPA1L
8962 119631 NOP58
8963 135943 SNRPEP2
8964 123548 ANP32E
8965 122401 INTS3
8966 136689 HNRNPCL2
8967 119733 TUBA8
8968 116121 MAGED2
8969 106707 AK2
8970 110039 KPNA5
8971 114204 DDX3Y
8972 132286 TBPL2
8973 119650 C14orf166
8974 116751 PHF8
8975 125635 SNRPD2P1
8976 115453 HNRNPA3P1
8977 122814 YRDC
8978 131127 HNRNPA1P70
8979 127881 SDE2
8980 122296 TBC1D15
8981 109320 HELLS
8982 121674 LRCH2
8983 119959 ANLN
8984 133317 UBE2NL
8985 122993 ACTR5
8986 119376 NUSAP1
8987 108174 DTYMK
8988 124851 SLFN11
8989 119851 PCBP3
8990 569980 MEIG1
8991 124494 MYLK2
8992 134847 RGPD1
8993 125062 ACTR8
8994 119410 MRPL37
8995 120817 FRMD4A
8996 117076 NNT
8997 115085 USP34
8998 120890 TDP1
8999 117560 WSB1
9000 33159 NA
9001 33784 NA
9002 36513 NA
9003 276564 NA
9004 202871 NA
9005 204088 NA
9006 248038 NA
9007 113949 HIST1H3E
9008 119592 ZC3HC1
9009 115767 SEMA4B
9010 126285 DCBLD2
9011 112801 TCF19
9012 971433 NA
9013 971434 NA
9014 203196 NA
9015 117489 LRIG1
9016 118091 CHMP2A
9017 100856 NA
9018 112668 CDKL5
9019 116943 PSD3
9020 116573 FAN1
9021 111513 PPP2R2B
9022 111525 PPP3CC
9023 106987 ATP5A1
9024 123977 PSD2
9025 120236 NSUN2
9026 113892 USP9Y
9027 123597 SBF2
9028 113580 LAPTM5
9029 124504 MICALL1
9030 120012 APBB1IP
9031 132609 SBK1
9032 124619 FCHSD1
9033 116956 SRGAP2
9034 122031 MYO1G
9035 108355 EPHA1
9036 110625 MTIF2
9037 115013 SOCS5
9038 114176 CDK13
9039 125727 KRT74
9040 121585 CASKIN1
9041 126835 PRICKLE1
9042 115716 TOMM40
9043 111785 PXMP2
9044 125192 GTF3C6
9045 33575 NA
9046 109272 H3F3A
9047 124694 THAP3
9048 120076 INO80
9049 122060 ELSPBP1
9050 227578 NA
9051 114343 DCAF5
9052 119828 BRWD1
9053 120933 DCAF6
9054 117377 DCAF12
9055 113955 HIST1H4A
9056 127919 DNAJB8
9057 108718 FRA10F
9058 971457 NA
9059 971473 NA
9060 971449 NA
9061 114475 LIMD1
9062 125985 WTIP
9063 116499 MTF2
9064 116547 MORC2
9065 122776 MCPH1
9066 113930 HIST1H2AC
9067 113944 HIST1H2BO
9068 123931 CHD6
9069 112203 ACSM3
9070 127031 KCTD11
9071 116639 KDM2A
9072 120548 MRGBP
9073 99532 NA
9074 277115 NA
9075 33080 NA
9076 127586 AGR3
9077 31052 NA
9078 33632 NA
9079 278406 NA
9080 115489 TSHZ1
9081 126131 TSHZ2
9082 121663 TSHZ3
9083 112635 SSX2
9084 114426 CACNA1H
9085 116638 PCNX
9086 120735 BMP2K
9087 132991 VGLL3
9088 116533 SLITRK3
9089 108592 FOXC2
9090 114865 ONECUT2
9091 117332 SLC39A6
9092 118943 RBM15B
9093 121879 PRDM13
9094 118172 CECR6
9095 116828 RHOBTB2
9096 112370 SHOX2
9097 117393 DCAF13
9098 124705 DCAF15
9099 120224 DCAF16
9100 123098 DCAF17
9101 124197 KDM2B
9102 116457 STK38
9103 108802 FUT4
9104 108482 FANCB
9105 36433 NA
9106 36772 NA
9107 33486 NA
9108 36398 NA
9109 34195 NA
9110 32556 NA
9111 35338 NA
9112 34680 NA
9113 36687 NA
9114 36129 NA
9115 33829 NA
9116 35783 NA
9117 33548 NA
9118 32536 NA
9119 34385 NA
9120 36114 NA
9121 31811 NA
9122 36435 NA
9123 35746 NA
9124 36404 NA
9125 34867 NA
9126 30983 NA
9127 31166 NA
9128 32900 NA
9129 33588 NA
9130 35021 NA
9131 36469 NA
9132 32570 NA
9133 32326 NA
9134 34354 NA
9135 32577 NA
9136 34434 NA
9137 32368 NA
9138 34866 NA
9139 34583 NA
9140 33300 NA
9141 34874 NA
9142 32553 NA
9143 32646 NA
9144 33035 NA
9145 35353 NA
9146 33450 NA
9147 34720 NA
9148 32158 NA
9149 32633 NA
9150 33882 NA
9151 33089 NA
9152 32950 NA
9153 33258 NA
9154 33863 NA
9155 35337 NA
9156 36112 NA
9157 33980 NA
9158 32183 NA
9159 33442 NA
9160 31044 NA
9161 32337 NA
9162 31744 NA
9163 36794 NA
9164 34442 NA
9165 35029 NA
9166 34215 NA
9167 31004 NA
9168 34293 NA
9169 33164 NA
9170 32991 NA
9171 36781 NA
9172 31567 NA
9173 32303 NA
9174 35544 NA
9175 32213 NA
9176 33630 NA
9177 35328 NA
9178 32988 NA
9179 31875 NA
9180 33051 NA
9181 33816 NA
9182 31860 NA
9183 36058 NA
9184 31932 NA
9185 36149 NA
9186 32391 NA
9187 31504 NA
9188 36456 NA
9189 33511 NA
9190 35043 NA
9191 36719 NA
9192 34091 NA
9193 32538 NA
9194 35065 NA
9195 32978 NA
9196 30942 NA
9197 31008 NA
9198 300347 NA
9199 31031 NA
9200 31192 NA
9201 33014 NA
9202 33008 NA
9203 33017 NA
9204 33378 NA
9205 33402 NA
9206 33454 NA
9207 36633 NA
9208 33636 NA
9209 33634 NA
9210 34035 NA
9211 34033 NA
9212 34155 NA
9213 31635 NA
9214 35469 NA
9215 199402 NA
9216 276043 NA
9217 108273 MEGF6
9218 108479 FAH
9219 111702 PTGDS
9220 112313 SEPP1
9221 111000 OAZ1
9222 109085 GPM6B
9223 107696 COL9A3
9224 115133 SPCS2
9225 568854 KCTD9P2
9226 120334 TMCO3
9227 119438 CEND1
9228 113992 SPARCL1
9229 124220 MGARP
9230 111537 PRCC
9231 115706 OLFM1
9232 109570 DNAJC4
9233 121394 CHMP1B
9234 110925 NPC1
9235 100710 NA
9236 127431 CCDC50
9237 125051 CADPS2
9238 121593 MIB1
9239 120460 RFWD3
9240 116470 RNF13
9241 121553 RNF150
9242 138966 RNF165
9243 118094 RNF115
9244 124371 ZNRF1
9245 128825 ZNRF2
9246 127116 ZNRF4
9247 120033 RNF186
9248 122549 RNF26
9249 125434 UHRF2
9250 117509 LTN1
9251 128647 RNF152
9252 116890 MGRN1
9253 125593 RFFL
9254 125364 RNF157
9255 127922 RNF168
9256 126213 TRIM43
9257 114595 NEURL1
9258 123596 TRIM56
9259 129106 RNF144B
9260 122936 RNF122
9261 110865 NFX1
9262 128745 RNF182
9263 127517 SH3RF2
9264 123905 ZNRF3
9265 120732 UBE2Q1
9266 122101 IRF2BPL
9267 124986 UBE2Q2
9268 118858 UBE2T
9269 127156 UBE2U
9270 119435 BFAR
9271 115910 CGRRF1
9272 119323 RNFT1
9273 113523 RNF113A
9274 126603 RNF113B
9275 125465 RNF166
9276 121096 RNF17
9277 123583 RNF170
9278 116401 RNF139
9279 119809 TRIM34
9280 116716 TRIM35
9281 115738 TRIM38
9282 124794 TRIM47
9283 128382 TRIM65
9284 117982 VPS41
9285 207682 NA
9286 29443 NA
9287 23500 NA
9288 122932 AGBL2
9289 129236 ASPM
9290 121957 TRAPPC11
9291 534783 LOC613037
9292 122289 MTHFSD
9293 114690 PIWIL1
9294 127416 RNF38
9295 123158 SPSB1
9296 116721 TTLL5
9297 121191 JPH1
9298 119569 RTCB
9299 110720 MYL5
9300 109260 H1F0
9301 111136 PCK1
9302 135642 CUEDC1
9303 124052 LZIC
9304 118810 NTMT1
9305 119594 PHF7
9306 116668 RBM34
9307 112090 RPL41
9308 120627 TCP11L1
9309 119020 LMCD1
9310 576069 MZT2A
9311 124555 TSLP
9312 123761 FRMD8
9313 123700 C19orf12
9314 112814 TCP11
9315 124653 KIR3DX1
9316 120397 ARGLU1
9317 120523 PNMAL1
9318 110148 LGALS2
9319 120297 ODAM
9320 123698 AMMECR1L
9321 121901 AVPI1
9322 124046 ACBD6
9323 121723 KIAA1598
9324 137507 NRARP
9325 115994 ARPP19
9326 35589 NA
9327 119532 POLK
9328 120580 UEVLD
9329 128203 DTX3
9330 122319 MARCH7
9331 131075 UBE2DNL
9332 128798 LNX2
9333 113479 MKRN3
9334 120029 RC3H2
9335 124834 RNF185
9336 132031 TRIM74
9337 125598 UBE2J2
9338 124867 LONRF1
9339 117142 MKRN2
9340 120695 TRIM36
9341 125416 MARCH3
9342 124650 RSPRY1
9343 126237 UBR3
9344 126622 RNF32
9345 120105 MARCH5
9346 138920 TRIM72
9347 126682 UBE2F
9348 127962 RNF133
9349 127813 MARCH10
9350 111976 RNF6
9351 124626 TRIM15
9352 250657 NA
9353 119325 INSIG2
9354 110689 MYBPC1
9355 114471 TRPA1
9356 127225 PYHIN1
9357 112794 TCF7
9358 35127 NA
9359 107767 CPT2
9360 592826 NA
9361 126065 RNF19B
9362 120141 BTG4
9363 34010 NA
9364 113584 EVI5
9365 159596 NA
9366 119234 VPS36
9367 33858 NA
9368 31675 NA
9369 35253 NA
9370 36175 NA
9371 204998 NA
9372 122890 FBXO31
9373 125700 LRRK2
9374 118712 IGKV2D-29
9375 119674 ASB2
9376 119668 ASB1
9377 126612 ASB6
9378 126613 ASB7
9379 126776 ASB12
9380 106668 ADSS
9381 117375 TECPR1
9382 116323 WDR45
9383 120412 ATG2B
9384 116944 OBSL1
9385 124372 ATG4C
9386 136855 MAP1LC3C
9387 111307 PIK3C3
9388 119059 PIK3R4
9389 113248 UVRAG
9390 116531 ATG14
9391 115062 KIAA0226
9392 123218 TRABD
9393 123162 KIAA0226L
9394 121948 ATG101
9395 115120 ATG13
9396 108409 ETFA
9397 121556 ESYT2
9398 107747 COX15
9399 119328 HSD17B12
9400 120482 RIF1
9401 107765 CPT1A
9402 115367 FARSB
9403 119248 LAP3
9404 119921 NANS
9405 108402 ESD
9406 106990 ALDH7A1
9407 129629 C14orf80
9408 123975 LDOC1L
9409 122669 FYCO1
9410 118961 C18orf8
9411 119643 CCZ1
9412 116546 MON1B
9413 127797 DYX1C1
9414 114469 STBD1
9415 115224 TECPR2
9416 116729 TBC1D2B
9417 120839 WDR11
9418 110183 LLGL1
9419 122850 TEFM
9420 122035 RBM26
9421 122951 RBFA
9422 110630 MTM1
9423 114491 BRSK2
9424 123595 VANGL1
9425 116652 KLHDC10
9426 114304 NAPG
9427 107840 CSNK1G3
9428 126192 XIRP2
9429 123354 CLPTM1L
9430 115024 EIF5B
9431 115002 SH3PXD2A
9432 129628 CEP170B
9433 116670 MAST3
9434 121017 BAIAP2L1
9435 108941 GFPT1
9436 117457 PARS2
9437 133293 MAP3K15
9438 119817 RAB24
