5,1000,b,1000,0.003
0,1.76443,2.29515,2.78698,3.67734,4.98669,6.03609,7.70443,8.97435,10.1024,11.5432,13.3386,14.6437,15.8391,18.4733,23.5168,33.3826,46.2246,59.7596,78.3275,110.503,147.75,181.125,213.085,246.269,282.118,313.427,340.301,371.447,403.917,432.525,460.317,487.67,514.839,543.519,569.621,594.814,619.947,645.854,671.794,697.612,724.753,750.56,776.169,802.584,827.257,850.921,874.893,897.459,919.099
